rank,community,temperature_native,overall_risk_0_100,dominant_endpoint,temperature_f
1,AUSTIN,33,16.259217011205067,ems_calls,91.4
2,NEAR NORTH SIDE,33,14.920357313849973,ems_calls,91.4
3,AUSTIN,33,13.230590233257196,ems_calls,91.4
4,AUSTIN,33,13.043272046006836,ems_calls,91.4
5,NEAR NORTH SIDE,33,12.322058609019853,ems_calls,91.4
6,AUSTIN,33,11.644769670615377,ems_calls,91.4
7,NEAR NORTH SIDE,33,11.25693035573309,ems_calls,91.4
8,NEAR NORTH SIDE,33,10.71746404174301,ems_calls,91.4
9,NEAR WEST SIDE,33,7.5808873784332675,ems_calls,91.4
10,NEAR WEST SIDE,33,7.234142788277381,ems_calls,91.4
11,UPTOWN,33,6.7895924770305855,ems_calls,91.4
12,NEAR WEST SIDE,33,6.765734714833671,ems_calls,91.4
13,NORTH LAWNDALE,33,6.756602764891077,ems_calls,91.4
14,ENGLEWOOD,33,6.749560491610077,ems_calls,91.4
15,WEST GARFIELD PARK,33,6.332419884530091,ems_calls,91.4
16,WEST GARFIELD PARK,33,6.331904564680573,ems_calls,91.4
17,CHATHAM,33,6.254190249669993,ems_calls,91.4
18,AUBURN GRESHAM,33,6.254052784583151,ems_calls,91.4
19,ENGLEWOOD,33,6.185532073841546,ems_calls,91.4
20,NEAR WEST SIDE,33,6.184312028978235,ems_calls,91.4
21,NORTH LAWNDALE,33,6.180297172090319,ems_calls,91.4
22,ENGLEWOOD,33,6.169441290504634,ems_calls,91.4
23,UPTOWN,33,6.143981099162459,ems_calls,91.4
24,LOOP,33,6.014908378436838,ems_calls,91.4
25,NORTH LAWNDALE,33,6.0063976598899,ems_calls,91.4
26,WEST GARFIELD PARK,33,5.918390312964668,ems_calls,91.4
27,HUMBOLDT PARK,33,5.875866655167387,ems_calls,91.4
28,WEST GARFIELD PARK,33,5.780324072970579,ems_calls,91.4
29,LAKE VIEW,33,5.688050677564595,ems_calls,91.4
30,UPTOWN,33,5.511122949677832,ems_calls,91.4
31,LAKE VIEW,33,5.504671432578707,ems_calls,91.4
32,NORTH LAWNDALE,33,5.407490734775208,ems_calls,91.4
33,WEST TOWN,33,5.364571530246137,ems_calls,91.4
34,EAST GARFIELD PARK,33,5.26216311360168,ems_calls,91.4
35,AUBURN GRESHAM,33,5.201568936086587,ems_calls,91.4
36,HUMBOLDT PARK,33,5.174229694721267,ems_calls,91.4
37,LAKE VIEW,33,5.05756088557337,ems_calls,91.4
38,WEST ENGLEWOOD,33,5.002012255559714,ems_calls,91.4
39,ROSELAND,33,4.980370991698811,ems_calls,91.4
40,UPTOWN,33,4.972413611491564,ems_calls,91.4
41,ENGLEWOOD,33,4.926318095571428,ems_calls,91.4
42,LAKE VIEW,33,4.899964253927849,ems_calls,91.4
43,HUMBOLDT PARK,33,4.724939811269398,ems_calls,91.4
44,WEST TOWN,33,4.6512871974063,ems_calls,91.4
45,AUBURN GRESHAM,33,4.635595526903752,ems_calls,91.4
46,HUMBOLDT PARK,33,4.515957745215656,ems_calls,91.4
47,EAST GARFIELD PARK,33,4.4540174970454025,ems_calls,91.4
48,LOOP,33,4.395616380831252,ems_calls,91.4
49,WEST TOWN,33,4.357687532058709,ems_calls,91.4
50,WEST ENGLEWOOD,33,4.304587130859197,ems_calls,91.4
51,SOUTH SHORE,33,4.271119915079111,ems_calls,91.4
52,EAST GARFIELD PARK,33,4.268196494167405,ems_calls,91.4
53,ROSELAND,33,4.244245438875363,ems_calls,91.4
54,WEST TOWN,33,4.241132849709846,ems_calls,91.4
55,SOUTH SHORE,33,4.187743835487466,ems_calls,91.4
56,AUBURN GRESHAM,33,4.111668818012285,ems_calls,91.4
57,CHATHAM,33,4.093831341738391,ems_calls,91.4
58,LOGAN SQUARE,33,4.069049482848097,ems_calls,91.4
59,LOOP,33,4.063783300328187,ems_calls,91.4
60,ROGERS PARK,33,3.963613184502143,ems_calls,91.4
61,WEST ENGLEWOOD,33,3.913288182448091,ems_calls,91.4
62,GREATER GRAND CROSSING,33,3.8496729882342,ems_calls,91.4
63,NEAR SOUTH SIDE,33,3.847365735236855,ems_calls,91.4
64,CHATHAM,33,3.837619913625021,ems_calls,91.4
65,NEW CITY,33,3.8154430484764226,ems_calls,91.4
66,IRVING PARK,33,3.775175436177377,ems_calls,91.4
67,BELMONT CRAGIN,33,3.7706179392528223,ems_calls,91.4
68,EAST GARFIELD PARK,33,3.6846045935827285,ems_calls,91.4
69,GRAND BOULEVARD,33,3.6828848728055266,ems_calls,91.4
70,ROGERS PARK,33,3.657572219328567,ems_calls,91.4
71,GREATER GRAND CROSSING,33,3.621127682337665,ems_calls,91.4
72,ROGERS PARK,33,3.525621112990133,ems_calls,91.4
73,WEST RIDGE,33,3.4799858701110598,ems_calls,91.4
74,SOUTH SHORE,33,3.472819091320001,ems_calls,91.4
75,WEST ENGLEWOOD,33,3.463135582541376,ems_calls,91.4
76,GREATER GRAND CROSSING,33,3.3686858184085318,ems_calls,91.4
77,NEW CITY,33,3.362230725633139,ems_calls,91.4
78,NEW CITY,33,3.3544138725102357,ems_calls,91.4
79,DOUGLAS,33,3.3179957789090304,ems_calls,91.4
80,SOUTH LAWNDALE,33,3.3171099468573835,ems_calls,91.4
81,ROSELAND,33,3.307266108953421,ems_calls,91.4
82,LOGAN SQUARE,33,3.290163819063285,ems_calls,91.4
83,DOUGLAS,33,3.2231330085777454,ems_calls,91.4
84,CHATHAM,33,3.2009539272293956,ems_calls,91.4
85,EDGEWATER,33,3.1040310743394746,ems_calls,91.4
86,ROGERS PARK,33,3.025675885438195,ems_calls,91.4
87,WEST RIDGE,33,3.024379313051719,ems_calls,91.4
88,LOOP,33,3.0053748216432745,ems_calls,91.4
89,DOUGLAS,33,3.0025709598186237,ems_calls,91.4
90,GRAND BOULEVARD,33,2.985311280678736,ems_calls,91.4
91,GRAND BOULEVARD,33,2.970634883051343,ems_calls,91.4
92,WEST RIDGE,33,2.9558697519464787,ems_calls,91.4
93,WEST PULLMAN,33,2.9381070342436773,ems_calls,91.4
94,PORTAGE PARK,33,2.9369316146865683,ems_calls,91.4
95,DOUGLAS,33,2.9314060870902665,ems_calls,91.4
96,LOGAN SQUARE,33,2.9276984723213197,ems_calls,91.4
97,WASHINGTON HEIGHTS,33,2.9191432864742404,ems_calls,91.4
98,SOUTH SHORE,33,2.9166716034781826,ems_calls,91.4
99,GREATER GRAND CROSSING,33,2.9105930795549333,ems_calls,91.4
100,WEST RIDGE,33,2.868529699050418,ems_calls,91.4
101,LINCOLN PARK,33,2.782616027726984,ems_calls,91.4
102,EDGEWATER,33,2.7819006316245525,ems_calls,91.4
103,ROSELAND,33,2.7655022682509642,ems_calls,91.4
104,LINCOLN PARK,33,2.759188264616121,ems_calls,91.4
105,CHICAGO LAWN,33,2.752638300680068,ems_calls,91.4
106,WOODLAWN,33,2.688054321775134,ems_calls,91.4
107,GRAND BOULEVARD,33,2.6376231692132355,ems_calls,91.4
108,LINCOLN PARK,33,2.6220742524071756,ems_calls,91.4
109,WOODLAWN,33,2.604710554632688,ems_calls,91.4
110,EDGEWATER,33,2.5965499124242846,ems_calls,91.4
111,IRVING PARK,33,2.557111422046604,ems_calls,91.4
112,LINCOLN SQUARE,33,2.528060586050145,ems_calls,91.4
113,LOGAN SQUARE,33,2.513432696592485,ems_calls,91.4
114,LINCOLN PARK,33,2.4917549522744635,ems_calls,91.4
115,LOWER WEST SIDE,33,2.4676563265696387,ems_calls,91.4
116,SOUTH CHICAGO,33,2.4607635436913156,ems_calls,91.4
117,BRIGHTON PARK,33,2.4563916983299556,ems_calls,91.4
118,BRIDGEPORT,33,2.455252369930744,ems_calls,91.4
119,LOWER WEST SIDE,33,2.448734288763737,ems_calls,91.4
120,NEAR SOUTH SIDE,33,2.4445811157962116,ems_calls,91.4
121,BELMONT CRAGIN,33,2.4402681113596816,ems_calls,91.4
122,WASHINGTON PARK,33,2.4138144386094065,ems_calls,91.4
123,WASHINGTON HEIGHTS,33,2.406044163126339,ems_calls,91.4
124,EDGEWATER,33,2.400871275241523,ems_calls,91.4
125,BELMONT CRAGIN,33,2.3872465816129016,ems_calls,91.4
126,WOODLAWN,33,2.340569661320056,ems_calls,91.4
127,IRVING PARK,33,2.2734122251565565,ems_calls,91.4
128,KENWOOD,33,2.255506523566969,ems_calls,91.4
129,WASHINGTON PARK,33,2.25547837344028,ems_calls,91.4
130,SOUTH DEERING,33,2.239715775564004,ems_calls,91.4
131,SOUTH LAWNDALE,33,2.1956396890406196,ems_calls,91.4
132,WASHINGTON PARK,33,2.1915346978385664,ems_calls,91.4
133,WEST PULLMAN,33,2.1878753569255665,ems_calls,91.4
134,WOODLAWN,33,2.14350488029149,ems_calls,91.4
135,LINCOLN SQUARE,33,2.1252072042061894,ems_calls,91.4
136,LINCOLN SQUARE,33,2.124151622046254,ems_calls,91.4
137,SOUTH CHICAGO,33,2.0766719614892413,ems_calls,91.4
138,WASHINGTON HEIGHTS,33,2.0285962595889306,ems_calls,91.4
139,NEAR SOUTH SIDE,33,1.9959401198612174,ems_calls,91.4
140,LOWER WEST SIDE,33,1.9560147657425,ems_calls,91.4
141,GAGE PARK,33,1.9539780852183994,ems_calls,91.4
142,ASHBURN,33,1.9290511769284686,ems_calls,91.4
143,LINCOLN SQUARE,33,1.9096554079992478,ems_calls,91.4
144,LOWER WEST SIDE,33,1.8931990339882392,ems_calls,91.4
145,BELMONT CRAGIN,33,1.8795275652852843,ems_calls,91.4
146,FULLER PARK,33,1.875972452935472,ems_calls,91.4
147,CHICAGO LAWN,33,1.8745990352644921,ems_calls,91.4
148,AVONDALE,33,1.8593875557364277,ems_calls,91.4
149,SOUTH LAWNDALE,33,1.84481484825252,ems_calls,91.4
150,BRIDGEPORT,33,1.8430702897645543,ems_calls,91.4
151,SOUTH DEERING,33,1.8397625031639637,ems_calls,91.4
152,WASHINGTON PARK,33,1.8323179492041772,ems_calls,91.4
153,NEAR SOUTH SIDE,33,1.819499704076008,ems_calls,91.4
154,WEST PULLMAN,33,1.8087220149674375,ems_calls,91.4
155,IRVING PARK,33,1.8063737051994946,ems_calls,91.4
156,SOUTH CHICAGO,33,1.7940886283311344,ems_calls,91.4
157,MORGAN PARK,33,1.7849916414268043,ems_calls,91.4
158,WASHINGTON HEIGHTS,33,1.7646662796467916,ems_calls,91.4
159,BRIGHTON PARK,33,1.7621010555584604,ems_calls,91.4
160,SOUTH CHICAGO,33,1.7515487506794365,ems_calls,91.4
161,NORTH CENTER,33,1.74623485681388,ems_calls,91.4
162,BRIDGEPORT,33,1.7207601814975517,ems_calls,91.4
163,SOUTH LAWNDALE,33,1.7046780770211756,ems_calls,91.4
164,CALUMET HEIGHTS,33,1.6246326318950501,ems_calls,91.4
165,MCKINLEY PARK,33,1.6000915428322076,ems_calls,91.4
166,SOUTH DEERING,33,1.595830333067061,ems_calls,91.4
167,PORTAGE PARK,33,1.5931272696142857,ems_calls,91.4
168,DUNNING,33,1.5834915577132824,ems_calls,91.4
169,ASHBURN,33,1.5659031958531795,ems_calls,91.4
170,PORTAGE PARK,33,1.5657141730404258,ems_calls,91.4
171,WEST LAWN,33,1.5603289386725723,ems_calls,91.4
172,CHICAGO LAWN,33,1.5413763798997007,ems_calls,91.4
173,PORTAGE PARK,33,1.5089458706039651,ems_calls,91.4
174,AVALON PARK,33,1.5088409954232698,ems_calls,91.4
175,BRIGHTON PARK,33,1.5079353737135925,ems_calls,91.4
176,CHICAGO LAWN,33,1.500278759847522,ems_calls,91.4
177,NORTH CENTER,33,1.4929737618405976,ems_calls,91.4
178,BRIDGEPORT,33,1.49115075855512,ems_calls,91.4
179,NORTH CENTER,33,1.4859169066002087,ems_calls,91.4
180,NORTH CENTER,33,1.4829104337337253,ems_calls,91.4
181,NORWOOD PARK,33,1.4768428603182262,ems_calls,91.4
182,KENWOOD,33,1.4342130454236233,ems_calls,91.4
183,ARMOUR SQUARE,33,1.4257593465601874,ems_calls,91.4
184,WEST PULLMAN,33,1.413831391234797,ems_calls,91.4
185,WEST LAWN,33,1.383600582775616,ems_calls,91.4
186,AVALON PARK,33,1.3723468871747142,ems_calls,91.4
187,MORGAN PARK,33,1.3533823518293298,ems_calls,91.4
188,AVONDALE,33,1.3207462289084804,ems_calls,91.4
189,FULLER PARK,33,1.3175901073319447,ems_calls,91.4
190,NORWOOD PARK,33,1.3148138584706872,ems_calls,91.4
191,BRIGHTON PARK,33,1.303860416140441,ems_calls,91.4
192,HYDE PARK,33,1.302131427163223,ems_calls,91.4
193,HYDE PARK,33,1.299701767127743,ems_calls,91.4
194,AVONDALE,33,1.2981798857820723,ems_calls,91.4
195,MORGAN PARK,33,1.293898418736665,ems_calls,91.4
196,GAGE PARK,33,1.2840395471406552,ems_calls,91.4
197,KENWOOD,33,1.280948197566806,ems_calls,91.4
198,PULLMAN,33,1.273012779684012,ems_calls,91.4
199,CALUMET HEIGHTS,33,1.2684116350468932,ems_calls,91.4
200,KENWOOD,33,1.2674484963763624,ems_calls,91.4
201,AVONDALE,33,1.2652037520570676,ems_calls,91.4
202,HYDE PARK,33,1.2609689025118471,ems_calls,91.4
203,SOUTH DEERING,33,1.2297849169970718,ems_calls,91.4
204,EAST SIDE,33,1.2163554234442187,ems_calls,91.4
205,ALBANY PARK,33,1.2058915969654531,ems_calls,91.4
206,NORTH PARK,33,1.1996718467992868,ems_calls,91.4
207,WEST LAWN,33,1.1960417589912973,ems_calls,91.4
208,FULLER PARK,33,1.179910538149795,ems_calls,91.4
209,JEFFERSON PARK,33,1.1733712875458147,ems_calls,91.4
210,AVALON PARK,33,1.1728702201473011,ems_calls,91.4
211,MCKINLEY PARK,33,1.166149504897502,ems_calls,91.4
212,ASHBURN,33,1.1642300648741186,ems_calls,91.4
213,MORGAN PARK,33,1.1609748750558004,ems_calls,91.4
214,EAST SIDE,33,1.1493113604215321,ems_calls,91.4
215,CALUMET HEIGHTS,33,1.132043323874845,ems_calls,91.4
216,RIVERDALE,33,1.127166084038865,ems_calls,91.4
217,NEW CITY,33,1.1250854669867723,ems_calls,91.4
218,GARFIELD RIDGE,33,1.120632173619252,ems_calls,91.4
219,MCKINLEY PARK,33,1.1148255659362871,ems_calls,91.4
220,ARMOUR SQUARE,33,1.1135429613830625,ems_calls,91.4
221,ASHBURN,33,1.1120302953808252,ems_calls,91.4
222,FULLER PARK,33,1.1009999877263172,ems_calls,91.4
223,ARMOUR SQUARE,33,1.093760109608891,ems_calls,91.4
224,HERMOSA,33,1.0935047090342065,ems_calls,91.4
225,EAST SIDE,33,1.0918288244110559,ems_calls,91.4
226,NORTH PARK,33,1.087009592430211,ems_calls,91.4
227,CALUMET HEIGHTS,33,1.073448277605121,ems_calls,91.4
228,EAST SIDE,33,1.072737145771788,ems_calls,91.4
229,MCKINLEY PARK,33,1.0719770480545696,ems_calls,91.4
230,ALBANY PARK,33,1.0612471778534236,ems_calls,91.4
231,HYDE PARK,33,1.04263522489721,ems_calls,91.4
232,GARFIELD RIDGE,33,1.0349606992712084,ems_calls,91.4
233,HERMOSA,33,0.9956275314047611,ems_calls,91.4
234,NORWOOD PARK,33,0.9883911128232191,ems_calls,91.4
235,WEST LAWN,33,0.9649932227940994,ems_calls,91.4
236,NORWOOD PARK,33,0.9605950973610149,ems_calls,91.4
237,BEVERLY,33,0.9579489771655305,ems_calls,91.4
238,PULLMAN,33,0.9537498762891282,ems_calls,91.4
239,NORTH PARK,33,0.9335879445999603,ems_calls,91.4
240,BEVERLY,33,0.9158066650253954,ems_calls,91.4
241,ARCHER HEIGHTS,33,0.908676480392254,ems_calls,91.4
242,FOREST GLEN,33,0.8831455921636082,ems_calls,91.4
243,HERMOSA,33,0.8816464602268633,ems_calls,91.4
244,HERMOSA,33,0.8592566856287702,ems_calls,91.4
245,ARMOUR SQUARE,33,0.8568975573220563,ems_calls,91.4
246,PULLMAN,33,0.8551668937342202,ems_calls,91.4
247,HEGEWISCH,33,0.854412501779324,ems_calls,91.4
248,AVALON PARK,33,0.8506972348310439,ems_calls,91.4
249,HEGEWISCH,33,0.8500770781961376,ems_calls,91.4
250,BEVERLY,33,0.8452001416071813,ems_calls,91.4
251,BEVERLY,33,0.842958010242127,ems_calls,91.4
252,CLEARING,33,0.8390799527992501,ems_calls,91.4
253,HEGEWISCH,33,0.8323202920970052,ems_calls,91.4
254,DUNNING,33,0.8253825742293652,ems_calls,91.4
255,MONTCLARE,33,0.8222715017911152,ems_calls,91.4
256,GAGE PARK,33,0.8201562033923582,ems_calls,91.4
257,JEFFERSON PARK,33,0.8158090766295708,ems_calls,91.4
258,CLEARING,33,0.8043399009067798,ems_calls,91.4
259,GARFIELD RIDGE,33,0.8014716453818603,ems_calls,91.4
260,GARFIELD RIDGE,33,0.7986093913485425,ems_calls,91.4
261,NORTH PARK,33,0.7859482657380236,ems_calls,91.4
262,JEFFERSON PARK,33,0.7360069335787444,ems_calls,91.4
263,FOREST GLEN,33,0.7246714796073773,ems_calls,91.4
264,GAGE PARK,33,0.7221568644447893,ems_calls,91.4
265,JEFFERSON PARK,33,0.7192269169016745,ems_calls,91.4
266,PULLMAN,33,0.7188929761550635,ems_calls,91.4
267,FOREST GLEN,33,0.7129568207871857,ems_calls,91.4
268,OAKLAND,33,0.7106950689761927,ems_calls,91.4
269,WEST ELSDON,33,0.7078912219882458,ems_calls,91.4
270,DUNNING,33,0.7071464819008664,ems_calls,91.4
271,DUNNING,33,0.7038755013115074,ems_calls,91.4
272,RIVERDALE,33,0.6969737123646447,ems_calls,91.4
273,MONTCLARE,33,0.6917687338178194,ems_calls,91.4
274,OAKLAND,33,0.684094440742921,ems_calls,91.4
275,FOREST GLEN,33,0.6681792457056294,ems_calls,91.4
276,OAKLAND,33,0.6599283751955913,ems_calls,91.4
277,HEGEWISCH,33,0.6494636254815317,ems_calls,91.4
278,OAKLAND,33,0.6489056440047866,ems_calls,91.4
279,CLEARING,33,0.646595272268789,ems_calls,91.4
280,RIVERDALE,33,0.6402563563314715,ems_calls,91.4
281,EDISON PARK,33,0.6148628442960329,ems_calls,91.4
282,CLEARING,33,0.611446398295226,ems_calls,91.4
283,ARCHER HEIGHTS,33,0.6030460336747822,ems_calls,91.4
284,RIVERDALE,33,0.5785025286488407,ems_calls,91.4
285,WEST ELSDON,33,0.5780030694273999,ems_calls,91.4
286,ALBANY PARK,33,0.5774985702265574,ems_calls,91.4
287,WEST ELSDON,33,0.5472540343048959,ems_calls,91.4
288,ALBANY PARK,33,0.5467031181376073,ems_calls,91.4
289,WEST ELSDON,33,0.5398680860105705,ems_calls,91.4
290,EDISON PARK,33,0.5171362481516631,ems_calls,91.4
291,MONTCLARE,33,0.5143289031680599,ems_calls,91.4
292,EDISON PARK,33,0.5013562435339276,ems_calls,91.4
293,BURNSIDE,33,0.486067533714644,ems_calls,91.4
294,MOUNT GREENWOOD,33,0.4683841613866419,ems_calls,91.4
295,BURNSIDE,33,0.4520856502365346,ems_calls,91.4
296,MONTCLARE,33,0.43502259603474674,ems_calls,91.4
297,EDISON PARK,33,0.4186432197283637,ems_calls,91.4
298,BURNSIDE,33,0.3917535921472744,ems_calls,91.4
299,ARCHER HEIGHTS,33,0.3857938696111397,ems_calls,91.4
300,MOUNT GREENWOOD,33,0.3395919725218161,ems_calls,91.4
301,MOUNT GREENWOOD,33,0.3345859816240512,ems_calls,91.4
302,MOUNT GREENWOOD,33,0.30212763107151175,ems_calls,91.4
303,BURNSIDE,33,0.2600647200815093,ems_calls,91.4
304,ARCHER HEIGHTS,33,0.03180543009496207,ems_gi,91.4
305,O HARE,33,,ed_visits,91.4
306,O HARE,33,,ed_visits,91.4
307,O HARE,33,,ed_visits,91.4
308,O HARE,33,,ed_visits,91.4
